"","Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"5888",5995,"NBA Live 06","X360","2005","Sports","Electronic Arts",0.27,0,0,0.02,0.29
"5889",5996,"Guitar Hero: Van Halen","Wii","2009","Misc","Activision",0.14,0.12,0,0.03,0.29
"5890",5997,"J-League Victory Goal '96","SAT","1996","Sports","Sega",0,0,0.29,0,0.29
"5891",5998,"Shin Megami Tensei: Strange Journey","DS","2009","Role-Playing","Atlus",0.14,0,0.14,0.01,0.29
"5892",5999,"Jeopardy! 2nd Edition","PS","2000","Misc","Hasbro Interactive",0.16,0.11,0,0.02,0.29
"5893",6000,"SD Gundam G Century","PS","1997","Strategy","Namco Bandai Games",0,0,0.27,0.02,0.29
"5894",6001,"Ratchet & Clank: Size Matters","PS2","2008","Platform","Sony Computer Entertainment",0.13,0.1,0.03,0.03,0.29
"5895",6002,"Ben 10 Ultimate Alien: Cosmic Destruction","Wii","2010","Platform","D3Publisher",0.17,0.1,0,0.02,0.29
"5896",6003,"Atelier Iris 3: Grand Phantasm (US Sales)","PS2","2006","Role-Playing","Tecmo Koei",0.14,0.11,0,0.04,0.29
"5897",6004,"Itadaki Street 2: Neon Sign wa Bara Iro ni","SNES","1994","Misc","Enix Corporation",0,0,0.29,0,0.29
"5898",6005,"Def Jam Rapstar","X360","2010","Misc","Konami Digital Entertainment",0.25,0.03,0,0.02,0.29
"5899",6006,"Need for Speed: The Run","Wii","2011","Action","Electronic Arts",0.13,0.13,0.01,0.03,0.29
"5900",6007,"From TV Animation One Piece: Treasure Battle!","GC","2002","Fighting","Namco Bandai Games",0,0,0.28,0.01,0.29
"5901",6008,"Starhawk","PS3","2012","Action","Sony Computer Entertainment",0.18,0.05,0.03,0.03,0.29
"5902",6009,"Dolphin","2600","1983","Action","Activision",0.27,0.02,0,0,0.29
"5903",6010,"Imagine: Fashion Designer World Tour","DS","2009","Simulation","Ubisoft",0.27,0,0,0.02,0.29
"5904",6011,"Area 51","XB","2005","Shooter","Midway Games",0.22,0.06,0,0.01,0.29
"5905",6012,"The Smurfs: Dance Party","Wii","2011","Misc","Ubisoft",0.22,0.04,0,0.02,0.29
"5906",6013,"Disney Channel: All Star Party","Wii","2010","Misc","Disney Interactive Studios",0.18,0.08,0,0.02,0.29
"5907",6014,"Ace Combat: Joint Assault","PSP","2010","Simulation","Namco Bandai Games",0.06,0.05,0.15,0.03,0.29
"5908",6015,"Hamster Club 4: Shigessa Daidassou","GBA","2003","Simulation","Jorudan",0,0,0.28,0.01,0.29
"5909",6016,"Medieval Moves: Deadmund's Quest","PS3","2011","Action","Sony Computer Entertainment",0.13,0.12,0,0.05,0.29
"5910",6017,"Angry Birds Star Wars","X360","2013","Strategy","Activision",0.16,0.11,0,0.03,0.29
"5911",6018,"Mega Man X8","PS2","2004","Platform","Capcom",0.14,0.11,0,0.04,0.29
"5912",6019,"CSI: Deadly Intent","Wii","2009","Adventure","Ubisoft",0.13,0.13,0,0.03,0.29
"5913",6020,"Ford Mustang: The Legend Lives","PS2","2005","Racing","Take-Two Interactive",0.14,0.11,0,0.04,0.29
"5914",6021,"Ys: Memories of Celceta","PSV","2012","Action","Nihon Falcom Corporation",0.15,0.01,0.1,0.04,0.29
"5915",6022,"FIFA Soccer 13","3DS","2012","Action","Electronic Arts",0.06,0.2,0,0.03,0.29
"5916",6024,"Jikkyou Powerful Pro Yakyuu 8","PS2","2001","Sports","Konami Digital Entertainment",0,0,0.29,0,0.29
"5917",6025,"Viz","N64","1998","Racing","Acclaim Entertainment",0.23,0.06,0,0,0.29
"5918",6026,"Top Gear Overdrive","N64","1998","Racing","Kemco",0.23,0.06,0,0,0.29
"5919",6027,"Xena: Warrior Princess - The Talisman of Fate","N64","1999","Fighting","Titus",0.23,0.06,0,0,0.29
"5920",6028,"Jeremy McGrath Supercross 2000","N64","1999","Racing","Acclaim Entertainment",0.23,0.06,0,0,0.29
"5921",6029,"The New Tetris","N64","1999","Puzzle","Nintendo",0.22,0.05,0.02,0,0.29
"5922",6030,"Ken Griffey Jr.'s Slugfest","N64","1999","Sports","Nintendo",0.23,0.06,0,0,0.29
"5923",6031,"Supercross 2000","N64","1999","Racing","Electronic Arts",0.23,0.06,0,0,0.29
"5924",6032,"War Gods","N64","1997","Fighting","Midway Games",0.23,0.06,0,0,0.29
"5925",6033,"Bladestorm: The Hundred Years' War","PS3","2007","Action","Tecmo Koei",0.1,0.03,0.14,0.02,0.29
"5926",6034,"World of Tanks","PC","2011","Shooter","Wargaming.net",0,0.23,0,0.06,0.29
"5927",6035,"Jewel Quest Mysteries: Curse of the Emerald Tear","DS","2010","Puzzle","Avanquest",0,0.25,0,0.04,0.29
"5928",6036,"Duel Masters: Sempai Legends","GBA","2003","Misc","Atari",0.21,0.08,0,0.01,0.29
"5929",6037,"Marvel Super Hero Squad","PS2","2009","Fighting","THQ",0.14,0.11,0,0.04,0.29
"5930",6038,"Turning Point: Fall of Liberty","X360","2008","Shooter","Codemasters",0.23,0.04,0,0.02,0.29
"5931",6039,"Heroes of the Pacific","PS2","2005","Simulation","Codemasters",0.14,0.11,0,0.04,0.29
"5932",6040,"Dead Rising: Chop Till You Drop","Wii","2009","Action","Capcom",0.15,0.07,0.05,0.02,0.29
"5933",6041,"The Lord of the Rings: The Third Age","GC","2004","Role-Playing","Electronic Arts",0.22,0.06,0,0.01,0.29
"5934",6042,"Disney Infinity","3DS","2013","Action","Disney Interactive Studios",0.16,0.1,0,0.02,0.29
"5935",6043,"Fable: The Journey","X360","2012","Role-Playing","Microsoft Game Studios",0.18,0.09,0,0.02,0.29
"5936",6045,"Sonic Boom: Shattered Crystal","3DS","2014","Action","Sega",0.17,0.09,0,0.03,0.29
"5937",6046,"Just Dance Wii 2","Wii","2012","Misc","Nintendo",0,0,0.29,0,0.29
"5938",6047,"Madden NFL 08","XB","2007","Sports","Electronic Arts",0.22,0.06,0,0.01,0.29
"5939",6048,"DX Game of Life","PS","1996","Misc","Takara",0,0,0.27,0.02,0.29
"5940",6049,"Pirates of the Caribbean","XB","2003","Role-Playing","Ubisoft",0.22,0.06,0,0.01,0.29
"5941",6050,"Operation Flashpoint: Red River","X360","2011","Shooter","Codemasters",0.1,0.15,0.01,0.03,0.29
"5942",6051,"One Piece: Pirate Warriors 3","PS3","2015","Action","Namco Bandai Games",0,0.09,0.19,0.01,0.29
"5943",6052,"The Punisher","XB","2005","Action","THQ",0.22,0.06,0,0.01,0.29
"5944",6053,"MLB Pennant Race","PS","1996","Sports","Sony Computer Entertainment",0.16,0.11,0,0.02,0.29
"5945",6054,"Transformers: Dark of the Moon","X360","2011","Action","Activision",0.13,0.13,0,0.03,0.29
"5946",6055,"SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan","SNES","1991","Role-Playing","Angel Studios",0,0,0.29,0,0.29
"5947",6056,"GRID 2","X360","2013","Racing","Codemasters",0.08,0.17,0,0.03,0.29
"5948",6057,"WWII Aces","Wii","2008","Simulation","Destineer",0.27,0,0,0.02,0.29
"5949",6058,"Puzzle Quest: Challenge of the Warlords","Wii","2007","Puzzle","D3Publisher",0.26,0,0,0.02,0.29
"5950",6059,"Shrek Super Party","PS2","2002","Misc","TDK Mediactive",0.14,0.11,0,0.04,0.29
"5951",6060,"Sakura Wars 4: Koi Seyo,Otome","DC","2002","Adventure","Sega",0,0,0.29,0,0.29
"5952",6061,"Sakura Wars: So Long, My Love","PS2","2005","Role-Playing","Sega",0.07,0.05,0.15,0.02,0.29
"5953",6062,"Dynasty Tactics","PS2","2002","Strategy","Tecmo Koei",0.06,0.05,0.16,0.02,0.29
"5954",6063,"The Urbz: Sims In the City (US weekly sales)","DS","2004","Simulation","Electronic Arts",0.27,0,0,0.02,0.29
"5955",6064,"Lightning Returns: Final Fantasy XIII","X360","2013","Role-Playing","Square Enix",0.15,0.1,0.01,0.02,0.29
"5956",6065,"Feel the Magic XY/XX","DS","2004","Puzzle","Sega",0.17,0,0.1,0.02,0.29
"5957",6066,"Trivial Pursuit","PS3","2009","Misc","Electronic Arts",0.12,0.12,0,0.05,0.29
"5958",6067,"Neopets Puzzle Adventure","DS","2008","Puzzle","Capcom",0.26,0,0,0.02,0.29
"5959",6068,"Sonic & All-Stars Racing Transformed","3DS","2012","Racing","Sega",0.12,0.15,0,0.02,0.29
"5960",6069,"Shrek the Third","Wii","2007","Action","Activision",0.26,0.01,0,0.02,0.29
"5961",6070,"Snowboarding","PS","2000","Sports","Midas Interactive Entertainment",0.16,0.11,0,0.02,0.29
"5962",6071,"Purr Pals","Wii","2008","Simulation","Deep Silver",0.27,0,0,0.02,0.29
"5963",6072,"Dragon Ball Heroes: Ultimate Mission","3DS","2013","Misc","Namco Bandai Games",0,0,0.29,0,0.29
"5964",6073,"Borderlands: The Pre-Sequel","PC","2014","Shooter","Take-Two Interactive",0.11,0.15,0,0.03,0.29
"5965",6074,"Surf's Up","PS2","2007","Sports","Ubisoft",0.14,0.11,0,0.04,0.29
"5966",6075,"BlazBlue: Chrono Phantasma","PS3","2013","Fighting","Arc System Works",0.13,0,0.14,0.02,0.29
"5967",6076,"Looney Tunes Racing","PS","2000","Racing","Infogrames",0.16,0.11,0,0.02,0.29
"5968",6077,"Final Fantasy X-2: International + Last Mission","PS2","2004","Role-Playing","Square Enix",0,0,0.29,0,0.29
"5969",6078,"Namco Museum Vol.2","PS","1996","Misc","Sony Computer Entertainment",0.03,0.02,0.21,0.02,0.29
"5970",6079,"Rayman 3: Hoodlum Havoc","PS2","2003","Platform","Ubisoft",0.14,0.11,0,0.04,0.29
"5971",6080,"Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles","DS","2008","Adventure","Konami Digital Entertainment",0,0,0.29,0,0.29
"5972",6081,"Psi-Ops: The Mindgate Conspiracy","PS2","2004","Shooter","Midway Games",0.14,0.11,0,0.04,0.29
"5973",6082,"I Spy: Spooky Mansion","Wii","2010","Puzzle","Storm City Games",0.27,0,0,0.02,0.29
"5974",6083,"Tomba! 2: The Evil Swine Return","PS","1999","Platform","Sony Computer Entertainment",0.16,0.11,0,0.02,0.29
"5975",6084,"SAW","X360","2009","Action","Konami Digital Entertainment",0.13,0.12,0,0.03,0.29
"5976",6085,"Wappy Dog","DS","2011","Simulation","Activision",0.27,0,0,0.02,0.29
"5977",6086,"Dragon Quest: Shounen Yangus to Fushigi no Dungeon","PS2","2006","Role-Playing","Square Enix",0,0,0.29,0,0.29
"5978",6087,"BeatMania Append 4thMix: The beat goes on","PS","1999","Simulation","Konami Digital Entertainment",0,0,0.27,0.02,0.29
"5979",6088,"NASCAR 08","X360","2007","Racing","Electronic Arts",0.26,0,0,0.02,0.29
"5980",6089,"World of Warcraft: Legion","PC","2016","Role-Playing","Activision",0.14,0.12,0,0.02,0.29
"5981",6090,"Romance of the Three Kingdoms III: Dragon of Destiny","SNES","1992","Strategy","Tecmo Koei",0,0,0.29,0,0.29
"5982",6091,"Power Pro Kun Pocket 11","DS","2008","Sports","Konami Digital Entertainment",0,0,0.29,0,0.29
"5983",6092,"El Shaddai: Ascension of the Metatron","PS3","2011","Action","Ignition Entertainment",0.11,0.07,0.08,0.03,0.29
"5984",6093,"Family Guy: Back to the Multiverse","PS3","2012","Action","Activision",0.12,0.12,0,0.05,0.29
"5985",6094,"Spyro: A Hero's Tail","GC","2004","Platform","Vivendi Games",0.22,0.06,0,0.01,0.29
"5986",6095,"Warriors Orochi 2","PSP","2008","Action","Tecmo Koei",0.06,0,0.22,0.01,0.29
"5987",6096,"Ratatouille: Food Frenzy","DS","2007","Puzzle","THQ",0.26,0,0,0.02,0.29
"5988",6097,"Links 2004","XB","2003","Sports","Microsoft Game Studios",0.21,0.06,0,0.01,0.29
"5989",6098,"PGA Tour 97","PS","1996","Sports","Electronic Arts",0.16,0.11,0,0.02,0.29
"5990",6099,"Bratz: Super Babyz","DS","2008","Action","THQ",0.26,0,0,0.02,0.29
"5991",6100,"Battle & Get! Pokemon Typing DS","DS","2011","Misc","Nintendo",0,0,0.29,0,0.29
"5992",6101,"Kung Zhu","DS","2010","Action","Activision",0.26,0,0,0.02,0.29
"5993",6102,"Earthworm Jim","GBA","2001","Platform","Interplay",0.2,0.08,0,0.01,0.29
"5994",6103,"Tales of Phantasia","GBA","2003","Role-Playing","Nintendo",0.08,0.03,0.17,0.01,0.29
"5995",6104,"The Golden Compass","PS3","2007","Action","Sega",0.14,0.1,0,0.05,0.29
"5996",6105,"F1 Race Stars","X360","2012","Racing","Codemasters",0.07,0.18,0,0.03,0.29
"5997",6106,"All Star Cheer Squad","DS","2008","Sports","THQ",0.26,0,0,0.02,0.28
"5998",6107,"Rugby World Cup 2011","X360","2011","Sports","505 Games",0.03,0.21,0,0.04,0.28
"5999",6108,"Ice Age: Dawn of the Dinosaurs","Wii","2009","Action","Activision",0.11,0.14,0,0.03,0.28
"6000",6109,"Monster 4x4: Masters of Metal","PS2","2003","Racing","Ubisoft",0.14,0.11,0,0.04,0.28
"6001",6110,"SingStar Country","PS2","2008","Misc","Sony Computer Entertainment",0.14,0.11,0,0.04,0.28
"6002",6111,"DeathSmiles","X360","2009","Shooter","Rising Star Games",0.15,0.06,0.05,0.02,0.28
"6003",6112,"VMX Racing","PS","1997","Racing","Playmates",0.16,0.11,0,0.02,0.28
"6004",6113,"Hot Shots Golf: World Invitational","PS3","2012","Sports","Sony Computer Entertainment",0,0,0.28,0,0.28
"6005",6114,"Disney's Extreme Skate Adventure","GBA","2003","Sports","Activision",0.2,0.08,0,0.01,0.28
"6006",6115,"Dragon Ball GT: Transformation","GBA","2005","Action","Atari",0.2,0.08,0,0.01,0.28
"6007",6116,"Bratz Ponyz","DS","2007","Adventure","Game Factory",0.26,0,0,0.02,0.28
"6008",6117,"Super Fire ProWrestling X","SNES","1995","Fighting","Human Entertainment",0,0,0.28,0,0.28
"6009",6118,"Baby Pals","DS","2007","Simulation","THQ",0.26,0.01,0,0.02,0.28
"6010",6119,"International Superstar Soccer","SNES","1994","Sports","Konami Digital Entertainment",0,0,0.28,0,0.28
"6011",6120,"Metal Gear Solid V: Ground Zeroes","XOne","2014","Action","Konami Digital Entertainment",0.15,0.11,0,0.02,0.28
"6012",6121,"Tigger's Honey Hunt","PS","2000","Platform","Ubisoft",0.16,0.11,0,0.02,0.28
"6013",6122,"The Warriors","XB","2005","Action","Take-Two Interactive",0.21,0.06,0,0.01,0.28
"6014",6123,"Monopoly Streets","X360","2010","Misc","Electronic Arts",0.16,0.1,0,0.03,0.28
"6015",6124,"Shadow Hearts","PS2","2001","Role-Playing","Midway Games",0.09,0.07,0.1,0.02,0.28
"6016",6125,"NHL 2K11","Wii","2010","Sports","Take-Two Interactive",0.24,0.02,0,0.02,0.28
"6017",6126,"One Piece: Burning Blood","PS4","2016","Fighting","Namco Bandai Games",0.1,0.08,0.07,0.04,0.28
"6018",6128,"Street Hoops","XB","2002","Sports","Activision",0.21,0.06,0,0.01,0.28
"6019",6129,"Yu-Gi-Oh! Double Pack","GBA","2006","Role-Playing","Konami Digital Entertainment",0.2,0.08,0,0.01,0.28
"6020",6130,"X-Men: Reign of Apocalypse","GBA","2001","Action","Activision",0.2,0.08,0,0.01,0.28
"6021",6131,"R: Racing Evolution","PS2","2003","Racing","Namco Bandai Games",0.14,0.11,0,0.04,0.28
"6022",6132,"Tony Hawk: Shred","PS3","2010","Sports","Activision",0.18,0.07,0,0.04,0.28
"6023",6133,"Netsu Chu! Pro Yakyuu 2003","PS2","2003","Sports","Namco Bandai Games",0,0,0.28,0,0.28
"6024",6134,"ATV Quad Power Racing 2","GC","2003","Racing","Acclaim Entertainment",0.22,0.06,0,0.01,0.28
"6025",6135,"Digimon Adventure: Anode Tamer","WS","1999","Role-Playing","Namco Bandai Games",0,0,0.28,0,0.28
"6026",6136,"Fantastic 4: Flame On","GBA","2005","Action","Activision",0.2,0.08,0,0.01,0.28
"6027",6137,"Siren: Blood Curse","PS3","2008","Action","Sony Computer Entertainment",0,0.17,0.09,0.02,0.28
"6028",6138,"Pro Evolution Soccer 2017","PS4","2016","Sports","Konami Digital Entertainment",0.01,0.16,0.09,0.03,0.28
"6029",6139,"Chromehounds","X360","2006","Simulation","Sega",0.24,0,0.01,0.02,0.28
"6030",6140,"Marvel Nemesis: Rise of the Imperfects","XB","2005","Fighting","Electronic Arts",0.21,0.06,0,0.01,0.28
"6031",6141,"The King of Fighters '95","SAT","1995","Fighting","SNK Playmore",0,0,0.28,0,0.28
"6032",6142,"Pirates of the Caribbean: Dead Man's Chest","PSP","2006","Adventure","Disney Interactive Studios",0.25,0.01,0,0.02,0.28
"6033",6143,"Assassin's Creed II: Discovery","DS","2009","Action","Ubisoft",0.15,0.11,0,0.03,0.28
"6034",6144,"F/A-18F Super Hornet","GBA","2004","Simulation","Majesco Entertainment",0.2,0.08,0,0.01,0.28
"6035",6145,"Avatar: The Last Airbender","Wii","2006","Adventure","THQ",0.24,0.02,0,0.02,0.28
"6036",6146,"Final Fantasy VI Advance","GBA","2006","Role-Playing","Nintendo",0,0,0.28,0.01,0.28
"6037",6147,"Polaris","2600","1982","Action","Tigervision",0.26,0.02,0,0,0.28
"6038",6148,"Viewtiful Joe","PS2","2004","Action","Capcom",0.14,0.11,0,0.04,0.28
"6039",6149,"Triple Play 2000","N64","1999","Sports","Electronic Arts",0.27,0.01,0,0,0.28
"6040",6150,"Beyblade: Metal Masters","DS","2010","Action","Konami Digital Entertainment",0.16,0.1,0,0.03,0.28
"6041",6151,"Need for Speed: Most Wanted","WiiU","2013","Racing","Electronic Arts",0.14,0.12,0,0.02,0.28
"6042",6152,"Arcade Hits: Frisky Tom","PS","2002","Action","Hamster Corporation",0.16,0.11,0,0.02,0.28
"6043",6153,"Dead to Rights: Retribution","PS3","2010","Shooter","Namco Bandai Games",0.1,0.12,0.02,0.05,0.28
"6044",6154,"Harry Potter and the Sorcerer's Stone","PS2","2003","Action","Electronic Arts",0.14,0.11,0,0.04,0.28
"6045",6156,"Kung Fu Chaos","XB","2003","Fighting","Microsoft Game Studios",0.21,0.06,0,0.01,0.28
"6046",6157,"Mega Man: Dr. Wily's Revenge","GB","1991","Platform","Nintendo",0,0,0.28,0,0.28
"6047",6158,"Yu-Gi-Oh! World Championship 2008","DS","2007","Strategy","Konami Digital Entertainment",0.13,0.02,0.12,0.01,0.28
"6048",6159,"Naruto Shippuden: Ultimate Ninja Storm 4","XOne","2016","Fighting","Namco Bandai Games",0.19,0.06,0,0.03,0.28
"6049",6160,"Godzilla: Domination!","GBA","2002","Fighting","Atari",0.2,0.07,0,0.01,0.28
"6050",6161,"Sly Cooper: Thieves in Time","PSV","2013","Platform","Sony Computer Entertainment Europe",0.16,0.06,0,0.05,0.28
"6051",6162,"Tales of the World: Radiant Mythology 3","PSP","2011","Role-Playing","Namco Bandai Games",0,0,0.28,0,0.28
"6052",6163,"Famista '92","NES","1991","Sports","Namco Bandai Games",0,0,0.28,0,0.28
"6053",6164,"Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S","PS2","2002","Misc","Sammy Corporation",0,0,0.28,0,0.28
"6054",6165,"Jackass the Game","PS2","2007","Action","Empire Interactive",0.14,0.11,0,0.04,0.28
"6055",6166,"Mega Man II","GB","1991","Platform","Nintendo",0,0,0.28,0,0.28
"6056",6167,"Lord of Darkness","SNES","1991","Action","Tecmo Koei",0,0,0.28,0,0.28
"6057",6168,"Hannah Montana: Spotlight World Tour","PS2","2008","Action","Disney Interactive Studios",0.12,0.02,0,0.14,0.28
"6058",6169,"Rocket Power: Beach Bandits","GBA","2002","Platform","THQ",0.2,0.07,0,0.01,0.28
"6059",6170,"Surf's Up","DS","2007","Sports","Ubisoft",0.26,0,0,0.02,0.28
"6060",6171,"Carol Vorderman's Sudoku","PS2","2006","Puzzle","Xplosiv",0,0.23,0,0.05,0.28
"6061",6172,"MX SuperFly featuring Ricky Carmichael","PS2","2002","Racing","THQ",0.14,0.11,0,0.04,0.28
"6062",6173,"Remington Super Slam Hunting: Africa","Wii","2010","Sports","Mastiff",0.27,0,0,0.02,0.28
"6063",6174,"Army of Two: The Devil's Cartel","PS3","2013","Shooter","Electronic Arts",0.11,0.11,0.01,0.05,0.28
"6064",6175,"Syphon Filter: Dark Mirror","PS2","2007","Shooter","Sony Computer Entertainment",0.14,0.11,0,0.04,0.28
"6065",6176,"Conflict: Desert Storm II - Back to Bagdhad","XB","2003","Shooter","SCi",0.21,0.06,0,0.01,0.28
"6066",6177,"Guitar Hero Live","PS3","2015","Misc","Activision",0.09,0.14,0,0.05,0.28
"6067",6178,"Mission: Impossible - Operation Surma","PS2","2003","Platform","Atari",0.14,0.11,0,0.04,0.28
"6068",6179,"Sesame Street: Elmo's A-to-Zoo Adventure","DS","2010","Misc","Warner Bros. Interactive Entertainment",0.27,0,0,0.02,0.28
"6069",6180,"MLB 07: The Show","PSP","2007","Sports","Sony Computer Entertainment",0.26,0,0,0.02,0.28
"6070",6181,"Pitfall: The Mayan Adventure","GBA","2001","Platform","Interplay",0.2,0.07,0,0.01,0.28
"6071",6182,"Driver: Parallel Lines","PS2","2006","Racing","Atari",0.12,0.1,0.03,0.03,0.28
"6072",6183,"Sing Party","WiiU","2012","Misc","Nintendo",0.13,0.12,0,0.02,0.28
"6073",6184,"Shrek: Ogres & Dronkeys","DS","2007","Simulation","Activision",0.26,0,0,0.02,0.28
"6074",6185,"Monopoly","DS","2010","Misc","Electronic Arts",0.16,0.1,0,0.03,0.28
"6075",6186,"Hot Wheels: Track Attack","DS","2010","Racing","THQ",0.18,0.08,0,0.02,0.28
"6076",6187,"Backyard Wrestling 2: There Goes the Neighborhood","PS2","2004","Fighting","Eidos Interactive",0.14,0.11,0,0.04,0.28
"6077",6188,"Virtua Fighter 5 Online","X360","2007","Fighting","Sega",0.2,0.03,0.03,0.02,0.28
"6078",6189,"Disney's Treasure Planet","GBA","2002","Action","Ubisoft",0.2,0.07,0,0.01,0.28
"6079",6190,"Dead or Alive","PS","1998","Fighting","Sony Computer Entertainment",0.09,0.06,0.1,0.02,0.28
"6080",6191,"Wild ARMs 5","PS2","2006","Role-Playing","505 Games",0.14,0.11,0,0.04,0.28
"6081",6192,"Bionic Commando","X360","2009","Platform","Capcom",0.12,0.12,0.01,0.03,0.28
"6082",6193,"NFL Blitz 20-02","PS2","2002","Sports","Midway Games",0.14,0.11,0,0.04,0.28
"6083",6194,"Mega Man 7","SNES","1995","Platform","Laguna",0.03,0.01,0.23,0.01,0.28
"6084",6195,"NCAA March Madness 2005","XB","2004","Sports","Electronic Arts",0.21,0.06,0,0.01,0.28
"6085",6196,"Shadows of the Damned","PS3","2011","Action","Electronic Arts",0.11,0.09,0.04,0.04,0.28
"6086",6198,"NBA In The Zone","PS","1995","Sports","Konami Digital Entertainment",0.16,0.11,0,0.02,0.28
"6087",6199,"Corvette","GBA","2003","Racing","TDK Mediactive",0.2,0.07,0,0.01,0.28
"6088",6200,"F1 ROC: Race of Champions","SNES","1992","Sports","Ocean",0,0,0.28,0,0.28
"6089",6201,"Just Dance 2015","PS3","2014","Misc","Ubisoft",0.12,0.11,0,0.05,0.28
"6090",6202,"The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies","GC","2004","Action","THQ",0.22,0.06,0,0.01,0.28
"6091",6203,"Silent Hill 2: Restless Dreams","XB","2001","Action","Konami Digital Entertainment",0.21,0.06,0,0.01,0.28
"6092",6204,"Cabela's Big Game Hunter 2012","X360","2011","Sports","Activision",0.24,0.02,0,0.02,0.28
"6093",6205,"Dragon Quest Heroes II: Twin Kings and the Prophecy's End","PS4","2016","Action","Square Enix",0,0,0.28,0,0.28
"6094",6206,"Moshi Monsters: Moshlings Theme Park","3DS","2012","Misc","Activision",0.13,0.13,0,0.03,0.28
"6095",6207,"UEFA Euro 2016","PS4","2016","Sports","Konami Digital Entertainment",0,0.21,0.03,0.03,0.28
"6096",6208,"Soul Nomad & the World Eaters","PS2","2007","Role-Playing","Tecmo Koei",0.14,0.11,0,0.04,0.28
"6097",6209,"RollerCoaster Tycoon 3","PC","2004","Strategy","Atari",0.01,0.22,0,0.05,0.28
"6098",6210,"Bass Strike","PS2","2001","Sports","THQ",0.14,0.11,0,0.04,0.28
"6099",6211,"NHL Hitz 20-03","PS2","2002","Sports","Midway Games",0.14,0.11,0,0.04,0.28
"6100",6212,"Danganronpa Another Episode: Ultra Despair Girls","PSV","2014","Action","Nippon Ichi Software",0.1,0.03,0.12,0.04,0.28
"6101",6214,"Over the Hedge","DS","2006","Platform","Activision",0.25,0.01,0,0.02,0.28
"6102",6215,"Real Pool","PS2","2000","Sports","Midas Interactive Entertainment",0.14,0.11,0,0.04,0.28
"6103",6216,"iCarly 2: iJoin The Click!","DS","2010","Adventure","Activision",0.26,0.01,0,0.02,0.28
"6104",6217,"The Warriors","PSP","2007","Action","Take-Two Interactive",0.23,0.02,0,0.03,0.28
"6105",6218,"Mister Mosquito","PS2","2001","Shooter","Eidos Interactive",0.05,0.04,0.17,0.01,0.28
"6106",6219,"Kakyuusei","SAT","1997","Strategy","Elf",0,0,0.28,0,0.28
"6107",6220,"Patapon 3","PSP","2011","Misc","Sony Computer Entertainment",0.05,0.04,0.17,0.02,0.28
"6108",6221,"Sesame Street: Cookie's Counting Carnival","DS","2010","Misc","Warner Bros. Interactive Entertainment",0.26,0,0,0.02,0.28
"6109",6222,"Civilization II","PS","1998","Strategy","Activision",0.15,0.11,0,0.02,0.28
"6110",6223,"Guitar Hero: Van Halen","PS3","2009","Misc","Activision",0.14,0.09,0,0.04,0.28
"6111",6224,"Dynasty Warriors: Gundam","PS2","2008","Action","Namco Bandai Games",0,0,0.28,0,0.28
"6112",6225,"Madagascar","XB","2005","Platform","Activision",0.21,0.06,0,0.01,0.28
"6113",6226,"Transformers: Cybertron Adventures","Wii","2010","Action","Activision",0.15,0.1,0,0.03,0.28
"6114",6227,"Indiana Jones and the Staff of Kings","PS2","2009","Action","Activision",0.11,0.01,0,0.16,0.28
"6115",6228,"F-1 Grand Prix","SNES","1992","Racing","Video System",0,0,0.28,0,0.28
"6116",6229,"Mass Effect 3","WiiU","2012","Role-Playing","Electronic Arts",0.14,0.11,0,0.02,0.28
"6117",6230,"Pinkalicious","DS","2011","Misc","GameMill Entertainment",0.26,0,0,0.02,0.28
"6118",6231,"SimCity 2000","SAT","1994","Simulation","Sega",0,0,0.28,0,0.28
"6119",6232,"Deer Hunter","PS2","2003","Sports","Atari",0.14,0.11,0,0.04,0.28
"6120",6233,"Pokemon Box: Ruby & Sapphire","GC","2003","Misc","Nintendo",0,0,0.27,0.01,0.28
"6121",6234,"Puyo Puyo! 15th Anniversary","DS","2006","Puzzle","Sega",0,0,0.28,0,0.28
"6122",6235,"Yu-Gi-Oh! Monster Capsule Breed & Battle","PS","1998","Role-Playing","Konami Digital Entertainment",0,0,0.26,0.02,0.28
"6123",6236,"FIFA Soccer 07","X360","2006","Sports","Electronic Arts",0.24,0.01,0,0.02,0.28
"6124",6237,"Mass Effect Trilogy","PC","2012","Action","Electronic Arts",0.09,0.16,0,0.03,0.28
"6125",6238,"Dave Mirra Freestyle BMX 2","GC","2001","Sports","Acclaim Entertainment",0.21,0.06,0,0.01,0.28
"6126",6239,"AC/DC LIVE: Rock Band Track Pack","Wii","2008","Misc","MTV Games",0.25,0,0,0.02,0.28
"6127",6240,"My Japanese Coach","DS","2008","Misc","Ubisoft",0.25,0,0,0.02,0.28
"6128",6241,"Puppeteer","PS3","2013","Platform","Sony Computer Entertainment Europe",0.11,0.1,0.02,0.04,0.28
"6129",6242,"Warpath: Jurassic Park","PS","1998","Fighting","Electronic Arts",0.15,0.1,0,0.02,0.28
